8.6,8.9,8.78
8.17,7.99,8.01
3.54,3.44,3.66
3.2,3.17,3.19
1.54,1.67,1.60
1.33,1.34,1.34
1.26,1.26,1.27
1.20,1.21,1.20
1.11,1.11,1.10
1.06,1.04,1.05
